gene	n_hits
LPIN1	12
LPIN2	4
LPIN3	3
LPL	214
LPO	328
LPP	66
LPXN	10
LRAT	29
LRATD1	0
LRATD2	0
LRBA	13
LRCH1	1
LRCH2	0
LRCH3	0
LRCH4	2
LRCOL1	0
LRFN1	4
LRFN2	6
LRFN3	1
LRFN4	3
LRFN5	0
LRG1	62
LRGUK	0
LRIF1	0
LRIG1	108
LRIG2	23
LRIG3	20
LRIT1	0
LRIT2	0
LRIT3	0
LRMDA	1
LRP1	102
LRP1B	102
LRP2	24
LRP2BP	1
LRP3	1
LRP4	12
LRP5	126
LRP5L	1
LRP6	220
LRP8	16
LRP10	4
LRP11	3
LRP12	4
LRPAP1	5
LRPPRC	25
LRR1	3
LRRC1	4
LRRC2	3
LRRC3	0
LRRC3B	16
LRRC3C	1
LRRC4	8
LRRC4B	1
LRRC4C	2
LRRC7	1
LRRC8A	29
LRRC8B	2
LRRC8C	1
LRRC8D	7
LRRC8E	3
LRRC9	0
LRRC10	0
LRRC10B	0
LRRC14	0
LRRC14B	0
LRRC15	13
LRRC17	1
LRRC18	0
LRRC19	3
LRRC20	0
LRRC23	0
LRRC24	1
LRRC25	2
LRRC26	9
LRRC27	0
LRRC28	2
LRRC29	1
LRRC30	1
LRRC31	1
LRRC32	13
LRRC34	1
LRRC36	0
LRRC37A	0
LRRC37A2	1
LRRC37A3	0
LRRC37B	0
LRRC38	0
LRRC39	0
LRRC40	1
LRRC41	0
LRRC42	1
LRRC43	0
LRRC45	0
LRRC46	3
LRRC47	0
LRRC49	1
LRRC51	0
LRRC52	1
LRRC53	0
LRRC55	0
LRRC56	0
LRRC57	0
LRRC58	2
LRRC59	10
LRRC61	1
LRRC63	0
LRRC66	0
LRRC69	0
LRRC70	0
LRRC71	0
LRRC72	0
LRRC73	0
LRRC74A	0
LRRC74B	0
LRRC75A	3
LRRC75B	1
LRRCC1	0
LRRD1	0
LRRFIP1	10
LRRFIP2	5
LRRIQ1	0
LRRIQ3	1
LRRIQ4	0
LRRK1	4
LRRK2	66
LRRN1	6
LRRN2	1
LRRN3	5
LRRN4	2
LRRN4CL	1
LRRTM1	1
LRRTM2	1
LRRTM3	0
LRRTM4	0
LRSAM1	3
LRTM1	0
LRTM2	0
LRWD1	1
LSAMP	13
LSG1	0
LSM1	15
LSM2	5
LSM3	4
LSM4	2
LSM5	0
LSM6	0
LSM7	6
LSM8	0
LSM10	1
LSM11	1
LSM12	1
LSM14A	2
LSM14B	0
LSMEM1	0
LSMEM2	0
LSP1	74
LSR	60
LSS	171
LST1	3
LTA	152
LTA4H	23
LTB	83
LTB4R	6
LTB4R2	2
LTBP1	21
LTBP2	18
LTBP3	11
LTBP4	11
LTBR	24
LTC4S	6
LTF	60
LTK	27
LTN1	0
LTO1	2
LTV1	2
LUC7L	1
LUC7L2	1
LUC7L3	4
LUM	63
LURAP1	2
LURAP1L	0
LUZP1	2
LUZP2	2
LUZP4	4
LUZP6	0
LVRN	0
LXN	17
LY6D	17
LY6E	17
LY6G5B	0
LY6G5C	0
LY6G6C	1
LY6G6D	4
LY6G6F	0
LY6H	3
LY6K	29
LY6L	0
LY9	3
LY75	6
LY86	4
LY96	7
LYAR	9
LYG1	1
LYG2	0
LYL1	8
LYN	244
LYNX1	11
LYPD1	5
LYPD2	2
LYPD3	13
LYPD4	0
LYPD5	2
LYPD6	0
LYPD6B	1
LYPD8	4
LYPLA1	10
LYPLA2	12
LYPLAL1	2
LYRM1	1
LYRM2	1
LYRM4	1
LYRM7	0
LYRM9	0
LYSMD1	0
LYSMD2	0
LYSMD3	0
LYSMD4	0
LYST	8
LYVE1	39
LYZ	27
LYZL1	1
LYZL2	1
LYZL4	0
LYZL6	0
LZIC	4
LZTFL1	12
LZTR1	12
LZTS1	43
LZTS2	10
LZTS3	4
M1AP	0
M6PR	10
MAB21L1	1
MAB21L2	1
MAB21L3	0
MAB21L4	0
MACC1	243
MACF1	24
MACIR	0
MACO1	0
MACROD1	8
MACROD2	20
MACROH2A1	34
MACROH2A2	4
MAD1L1	20
MAD2L1	93
MAD2L1BP	1
MAD2L2	33
MADCAM1	4
MADD	40
MAEA	3
MAEL	18
MAF	375
MAF1	21
MAFA	12
MAFB	23
MAFF	15
MAFG	36
MAFK	13
MAG	139
MAGEA1	43
MAGEA2	16
MAGEA2B	0
MAGEA3	53
MAGEA4	37
MAGEA6	18
MAGEA8	3
MAGEA9	5
MAGEA9B	0
MAGEA10	10
MAGEA11	8
MAGEA12	7
MAGEB1	4
MAGEB2	16
MAGEB3	1
MAGEB4	4
MAGEB5	0
MAGEB6	3
MAGEB10	0
MAGEB16	1
MAGEB17	0
MAGEB18	2
MAGEC1	22
MAGEC2	25
MAGEC3	3
MAGED1	14
MAGED2	14
MAGED4	5
MAGED4B	5
MAGEE1	5
MAGEE2	4
MAGEF1	4
MAGEH1	5
MAGEL2	4
MAGI1	23
MAGI2	53
MAGI3	13
MAGIX	0
MAGOH	8
MAGOHB	3
MAGT1	6
MAIP1	0
MAJIN	0
MAK	65
MAK16	2
MAL	474
MAL2	19
MALL	35
MALRD1	1
MALSU1	0
MALT1	75
MAMDC2	5
MAMDC4	0
MAML1	43
MAML2	54
MAML3	13
MAMLD1	5
MAMSTR	0
MAN1A1	12
MAN1A2	2
MAN1B1	4
MAN1C1	5
MAN2A1	8
MAN2A2	1
MAN2B1	0
MAN2B2	0
MAN2C1	2
MANBA	3
MANBAL	0
MANEA	3
MANEAL	2
MANF	7
MANSC1	2
MANSC4	0
MAOA	59
MAOB	18
MAP1A	9
MAP1B	24
MAP1LC3A	24
MAP1LC3B	94
MAP1LC3B2	1
MAP1LC3C	12
MAP1S	10
MAP2	50
MAP2K1	140
MAP2K2	28
MAP2K3	19
MAP2K4	79
MAP2K5	13
MAP2K6	20
MAP2K7	14
MAP3K1	158
MAP3K2	34
MAP3K3	22
MAP3K4	24
MAP3K5	23
MAP3K6	9
MAP3K7	61
MAP3K7CL	1
MAP3K8	48
MAP3K9	20
MAP3K10	7
MAP3K11	15
MAP3K12	4
MAP3K13	7
MAP3K14	21
MAP3K15	0
MAP3K19	1
MAP3K20	2
MAP3K21	1
MAP4	29
MAP4K1	17
MAP4K2	6
MAP4K3	24
MAP4K4	52
MAP4K5	6
MAP6	1
MAP6D1	3
MAP7	11
MAP7D1	1
MAP7D2	1
MAP7D3	0
MAP9	5
MAP10	1
MAPK1	307
MAPK1IP1L	2
MAPK3	103
MAPK4	13
MAPK6	23
MAPK7	30
MAPK8	78
MAPK8IP1	6
MAPK8IP2	7
MAPK8IP3	2
MAPK9	23
MAPK10	27
MAPK11	21
MAPK12	18
MAPK13	23
MAPK14	104
MAPK15	8
MAPKAP1	7
MAPKAPK2	40
MAPKAPK3	10
MAPKAPK5	7
MAPKBP1	0
MAPRE1	11
MAPRE2	4
MAPRE3	2
MAPT	73
MARCHF1	0
MARCHF2	0
MARCHF3	0
MARCHF4	0
MARCHF5	0
MARCHF6	0
MARCHF7	0
MARCHF8	0
MARCHF9	0
MARCHF10	0
MARCHF11	0
MARCKS	81
MARCKSL1	13
MARCO	54
MARCOL	0
MARF1	1
MARK1	15
MARK2	27
MARK3	7
MARK4	34
MARS1	2
MARS2	0
MARVELD1	8
MARVELD2	1
MARVELD3	7
MAS1	6
MAS1L	0
MASP1	9
MASP2	12
MAST1	9
MAST2	7
MAST3	1
MAST4	2
MASTL	33
MAT1A	58
MAT2A	73
MAT2B	24
MATK	14
MATN1	1
MATN2	6
MATN3	7
MATN4	0
MATR3	10
MAU2	2
MAVS	70
MAX	600
MAZ	45
MB	600
MB21D2	1
MBD1	46
MBD2	115
MBD3	34
MBD3L1	3
MBD3L2	2
MBD3L2B	0
MBD3L3	0
MBD3L4	0
MBD3L5	0
MBD4	72
MBD5	1
MBD6	1
MBIP	9
MBL2	34
MBLAC1	1
MBLAC2	0
MBNL1	40
MBNL2	14
MBNL3	4
MBOAT1	1
MBOAT2	3
MBOAT4	1
MBOAT7	6
MBP	309
MBTD1	2
MBTPS1	5
MBTPS2	1
MC1R	219
MC2R	5
MC3R	2
MC4R	34
MC5R	13
MCAM	102
MCAT	15
MCC	600
MCCC1	6
MCCC2	5
MCCD1	0
MCEE	2
MCEMP1	1
MCF2	2
MCF2L	9
MCF2L2	0
MCFD2	2
MCHR1	4
MCHR2	2
MCIDAS	2
MCL1	428
MCM2	276
MCM3	63
MCM3AP	31
MCM4	90
MCM5	79
MCM6	72
MCM7	158
MCM8	29
MCM9	13
MCM10	36
MCMBP	1
MCMDC2	0
MCOLN1	7
MCOLN2	5
MCOLN3	1
MCPH1	41
MCRIP1	1
MCRIP2	0
MCRS1	11
MCTP1	8
MCTP2	2
MCTS1	8
MCU	64
MCUB	2
MCUR1	5
MDC1	121
MDFI	10
MDFIC	3
MDFIC2	0
MDGA1	1
MDGA2	2
MDH1	13
MDH1B	0
MDH2	24
MDK	73
MDM1	3
MDM2	600
MDM4	239
MDN1	2
MDP1	2
ME1	57
ME2	73
ME3	37
MEA1	1
MEAF6	3
MEAK7	1
MECOM	27
MECP2	159
MECR	3
MED1	100
MED4	4
MED6	0
MED7	2
MED8	2
MED9	0
MED10	1
MED11	0
MED12	102
MED12L	5
MED13	16
MED13L	8
MED14	6
MED14OS	0
MED15	13
MED16	2
MED17	6
MED18	3
MED19	24
MED20	1
MED21	1
MED22	2
MED23	11
MED24	5
MED25	4
MED26	1
MED27	3
MED28	11
MED29	2
MED30	5
MED31	2
MEDAG	5
MEF2A	21
MEF2B	20
MEF2C	60
MEF2D	49
MEFV	5
MEGF6	3
MEGF8	0
MEGF9	1
MEGF10	4
MEGF11	1
MEI1	3
MEI4	0
MEIG1	0
MEIKIN	0
MEIOB	5
MEIOC	0
MEIOSIN	0
MEIS1	72
MEIS2	27
MEIS3	5
MELK	170
MELTF	5
MEMO1	12
MEN1	352
MEOX1	7
MEOX2	13
MEP1A	6
MEP1B	3
MEPCE	8
MEPE	9
MERTK	116
MESD	6
MESP1	2
MESP2	0
MEST	35
MET	600
METAP1	6
METAP1D	1
METAP2	49
METRN	2
METRNL	3
METTL1	7
METTL2A	0
METTL2B	0
METTL3	213
METTL4	4
METTL5	1
METTL6	4
METTL7A	7
METTL7B	10
METTL8	3
METTL9	0
METTL11B	0
METTL14	83
METTL15	0
METTL16	13
METTL17	1
METTL18	0
METTL21A	0
METTL21C	0
METTL22	0
METTL23	0
METTL24	0
METTL25	0
METTL25B	0
METTL26	0
METTL27	0
MEX3A	17
MEX3B	4
MEX3C	6
MEX3D	2
MFAP1	2
MFAP2	13
MFAP3	1
MFAP3L	4
MFAP4	15
MFAP5	21
MFF	20
MFGE8	16
MFHAS1	9
MFN1	51
MFN2	76
MFNG	6
MFRP	4
MFSD1	2
MFSD2A	9
MFSD2B	1
MFSD3	1
MFSD4A	1
MFSD4B	0
MFSD5	0
MFSD6	0
MFSD6L	1
MFSD8	0
MFSD9	0
MFSD10	0
MFSD11	1
MFSD12	1
MFSD13A	2
MFSD14A	0
MFSD14B	0
MFSD14C	0
MGA	77
MGAM	7
MGAM2	2
MGARP	0
MGAT1	9
MGAT2	1
MGAT3	31
MGAT4A	4
MGAT4B	1
MGAT4C	2
MGAT4D	0
MGAT5	53
MGAT5B	7
MGLL	11
MGME1	0
MGMT	600
MGP	82
MGRN1	5
MGST1	33
MGST2	7
MGST3	10
MIA	600
MIA2	9
MIA3	8
MIB1	238
MIB2	3
MICA	440
MICAL1	6
MICAL2	12
MICAL3	2
MICALCL	0
MICALL1	1
MICALL2	1
MICB	139
MICOS10	0
MICOS13	0
MICU1	16
MICU2	5
MICU3	3
MID1	12
MID1IP1	2
MID2	4
MIDEAS	1
MIDN	1
MIEF1	6
MIEF2	4
MIEN1	19
MIER1	1
MIER2	0
MIER3	4
MIF	546
MIF4GD	1
MIGA1	0
MIGA2	1
MIIP	17
MILR1	0
MINAR1	2
MINAR2	0
MINDY1	0
MINDY2	0
MINDY3	0
MINDY4	0
MINDY4B	0
MINK1	6
MINPP1	6
MIOS	7
MIOX	2
MIP	600
MIPEP	6
MIPOL1	4
MIS12	4
MIS18A	1
MIS18BP1	0
MISP	3
MISP3	0
MITD1	2
MITF	338
MIX23	0
MIXL1	3
MKI67	208
MKKS	10
MKLN1	7
MKNK1	7
MKNK2	16
MKRN1	13
MKRN2	4
MKRN2OS	0
MKRN3	7
MKS1	2
MKX	1
MLANA	13
MLC1	6
MLEC	6
MLF1	14
MLF2	2
MLH1	600
MLH3	90
MLIP	1
MLKL	168
MLLT1	10
MLLT3	16
MLLT6	4
MLLT10	6
MLLT11	8
MLN	201
MLNR	38
MLPH	18
MLST8	28
MLX	21
MLXIP	5
MLXIPL	6
MLYCD	2
MMAA	2
MMAB	10
MMACHC	3
MMADHC	1
MMD	44
MMD2	2
MME	111
MMEL1	0
MMGT1	0
MMP1	482
MMP2	600
MMP3	291
MMP7	444
MMP8	48
MMP9	600
MMP10	89
MMP11	127
MMP12	100
MMP13	214
MMP14	207
MMP15	26
MMP16	42
MMP17	8
MMP19	15
MMP20	11
MMP21	2
MMP23B	3
MMP24	11
MMP24OS	0
MMP25	16
MMP26	14
MMP27	8
MMP28	20
MMRN1	11
MMRN2	9
MMS19	9
MMS22L	4
MMUT	0
MN1	29
MNAT1	8
MND1	6
MNDA	6
MNS1	2
MNT	88
MNX1	36
MOAP1	4
MOB1A	9
MOB1B	5
MOB2	3
MOB3A	0
MOB3B	7
MOB3C	0
MOB4	1
MOBP	3
MOCOS	2
MOCS1	0
MOCS2	1
MOCS3	0
MOG	33
MOGAT1	3
MOGAT2	4
MOGAT3	0
MOGS	2
MOK	13
MON1A	0
MON1B	2
MON2	0
MORC1	2
MORC2	22
MORC3	5
MORC4	8
MORF4L1	6
MORF4L2	3
MORN1	0
MORN2	5
MORN3	2
MORN4	1
MORN5	1
MOS	600
MOSMO	0
MOSPD1	3
MOSPD2	1
MOSPD3	0
MOV10	6
MOV10L1	1
MOXD1	0
MPC1	28
MPC1L	0
MPC2	13
MPDU1	3
MPDZ	4
MPEG1	2
MPG	122
MPHOSPH6	3
MPHOSPH8	2
MPHOSPH9	2
MPHOSPH10	0
MPI	175
MPIG6B	0
MPL	167
MPLKIP	0
MPND	2
MPO	526
MPP1	8
MPP2	14
MPP3	6
MPP4	4
MPP7	4
MPPE1	1
MPPED1	0
MPPED2	7
MPRIP	3
MPST	15
MPV17	3
MPV17L	0
MPV17L2	0
MPZ	4
MPZL1	6
MPZL2	5
MPZL3	2
MR1	65
MRAP	0
MRAP2	0
MRAS	24
MRC1	46
MRC2	15
MRE11	430
MREG	10
MRFAP1	4
MRFAP1L1	0
MRGBP	8
MRGPRD	0
MRGPRE	0
MRGPRF	1
MRGPRG	0
MRGPRX1	0
MRGPRX2	2
MRGPRX3	0
MRGPRX4	1
MRI1	15
MRLN	1
MRM1	1
MRM2	0
MRM3	1
MRNIP	0
MRO	10
MROH1	0
MROH2A	1
MROH2B	0
MROH5	0
MROH6	0
MROH7	0
MROH8	1
MROH9	0
MRPL1	1
MRPL2	0
MRPL3	3
MRPL4	0
MRPL9	1
MRPL10	1
MRPL11	4
MRPL12	5
MRPL13	6
MRPL14	0
MRPL15	3
MRPL16	1
MRPL17	2
MRPL18	1
MRPL19	7
MRPL20	1
MRPL21	1
MRPL22	0
MRPL23	5
MRPL24	0
MRPL27	2
MRPL28	1
MRPL30	0
MRPL32	0
MRPL33	4
MRPL34	0
MRPL35	3
MRPL36	2
MRPL37	0
MRPL38	2
MRPL39	2
MRPL40	1
MRPL41	2
MRPL42	1
MRPL43	2
MRPL44	1
MRPL45	0
MRPL46	1
MRPL47	2
MRPL48	2
MRPL49	0
MRPL50	0
MRPL51	1
MRPL52	2
MRPL53	1
MRPL54	3
MRPL55	0
MRPL57	0
MRPL58	0
MRPS2	1
MRPS5	4
MRPS6	1
MRPS7	2
MRPS9	1
MRPS10	1
MRPS11	4
MRPS12	3
MRPS14	0
MRPS15	1
MRPS16	1
MRPS17	1
MRPS18A	3
MRPS18B	1
MRPS18C	1
MRPS21	0
MRPS22	2
MRPS23	8
MRPS24	0
MRPS25	0
MRPS26	0
MRPS27	0
MRPS28	2
MRPS30	21
MRPS31	6
MRPS33	2
MRPS34	1
MRPS35	0
MRPS36	0
MRRF	0
MRS2	5
MRTFA	4
MRTFB	3
MRTO4	2
MS4A1	16
MS4A2	4
MS4A3	1
MS4A4A	4
MS4A4E	0
MS4A5	0
MS4A6A	5
MS4A6E	0
MS4A7	4
MS4A8	2
MS4A10	0
MS4A12	11
MS4A13	0
MS4A14	1
MS4A15	2
MS4A18	0
MSANTD1	0
MSANTD2	0
MSANTD3	1
MSANTD4	0
MSANTD5	0
MSC	600
MSGN1	1
MSH2	600
MSH3	189
MSH4	17
MSH5	24
MSH6	600
MSI1	96
MSI2	65
MSL1	4
MSL2	4
MSL3	2
MSLN	131
MSMB	95
MSMO1	5
MSMP	4
MSN	451
MSR1	73
MSRA	33
MSRB1	3
MSRB2	1
MSRB3	14
MSS51	0
MST1	262
MST1R	51
MSTN	22
MSTO1	1
MSX1	51
MSX2	44
MT-ATP6	11
MT-ATP8	2
MT-CO1	17
MT-CO2	14
MT-CO3	4
MT-CYB	8
MT-ND1	20
MT-ND2	9
MT-ND3	4
MT-ND4	6
MT-ND4L	1
MT-ND5	5
MT-ND6	10
MT1A	26
MT1B	9
MT1E	16
MT1F	14
MT1G	37
MT1H	17
MT1HL1	0
MT1M	14
MT1X	24
MT2A	56
MT3	65
MT4	36
MTA1	305
MTA2	66
MTA3	48
MTAP	123
MTARC1	0
MTARC2	0
MTBP	19
MTCH1	3
MTCH2	13
MTCL1	1
MTCP1	3
MTDH	215
MTERF1	3
MTERF2	3
MTERF3	1
MTERF4	2
MTF1	13
MTF2	5
MTFMT	0
MTFP1	2
MTFR1	3
MTFR1L	0
MTFR2	7
MTG1	0
MTG2	1
MTHFD1	58
MTHFD1L	18
MTHFD2	65
MTHFD2L	3
MTHFR	600
MTHFS	5
MTHFSD	1
MTIF2	2
MTIF3	0
MTLN	1
MTM1	7
MTMR1	0
MTMR2	7
MTMR3	13
MTMR4	1
MTMR6	3
MTMR7	2
MTMR8	2
MTMR9	1
MTMR10	0
MTMR11	3
MTMR12	0
MTMR14	4
MTNR1A	13
MTNR1B	14
MTO1	11
MTOR	600
MTPAP	1
MTPN	3
MTR	242
MTRES1	0
MTREX	0
MTRF1	0
MTRF1L	0
MTRFR	0
MTRNR2L1	1
MTRNR2L3	0
MTRNR2L4	0
MTRNR2L5	0
MTRNR2L6	0
MTRNR2L7	0
MTRNR2L8	0
MTRNR2L10	0
MTRR	151
MTSS1	90
MTSS2	0
MTTP	32
MTURN	1
MTUS1	37
MTUS2	3
MTX1	3
MTX2	5
MTX3	1
MUC1	600
MUC2	599
MUC3A	9
MUC3B	4
MUC4	333
MUC5AC	444
MUC5B	77
MUC6	241
MUC7	26
MUC8	5
MUC12	21
MUC13	49
MUC15	20
MUC16	261
MUC17	33
MUC19	7
MUC20	16
MUC21	5
MUC22	3
MUCL1	2
MUCL3	1
MUL1	12
MUS81	76
MUSK	51
MUSTN1	3
MUTYH	487
MVB12A	0
MVB12B	1
MVD	600
MVK	22
MVP	277
MX1	72
MX2	59
MXD1	19
MXD3	5
MXD4	1
MXI1	45
MXRA5	12
MXRA7	0
MXRA8	4
MYADM	4
MYADML2	0
MYB	591
MYBBP1A	15
MYBL1	28
MYBL2	121
MYBPC1	4
MYBPC2	1
MYBPC3	2
MYBPH	6
MYBPHL	0
MYC	600
MYCBP	23
MYCBP2	8
MYCBPAP	0
MYCL	40
MYCN	600
MYCT1	11
MYD88	551
MYDGF	1
MYEF2	1
MYEOV	16
MYF5	23
MYF6	5
MYG1	1
MYH1	4
MYH2	7
MYH3	5
MYH4	3
MYH6	8
MYH7	13
MYH7B	2
MYH8	3
MYH9	69
MYH10	10
MYH11	60
MYH13	2
MYH14	7
MYH15	2
MYL1	6
MYL2	10
MYL3	3
MYL4	0
MYL5	4
MYL6	4
MYL6B	0
MYL7	2
MYL9	31
MYL10	0
MYL12A	3
MYL12B	1
MYLIP	7
MYLK	38
MYLK2	6
MYLK3	2
MYLK4	2
MYLPF	1
MYMK	0
MYMX	0
MYNN	6
MYO1A	6
MYO1B	15
MYO1C	6
MYO1D	3
MYO1E	7
MYO1F	4
MYO1G	4
MYO1H	0
MYO3A	5
MYO3B	2
MYO5A	14
MYO5B	9
MYO5C	1
MYO6	23
MYO7A	2
MYO7B	1
MYO9A	1
MYO9B	4
MYO10	21
MYO15A	0
MYO15B	0
MYO16	2
MYO18A	12
MYO18B	15
MYO19	1
MYOC	5
MYOCD	7
MYOCOS	0
MYOD1	59
MYOF	24
MYOG	19
MYOM1	3
MYOM2	1
MYOM3	0
MYORG	0
MYOT	4
MYOZ1	0
MYOZ2	1
MYOZ3	0
MYPN	2
MYPOP	1
MYRF	2
MYRFL	0
MYRIP	3
MYSM1	6
MYT1	36
MYT1L	7
MYZAP	0
MZB1	10
MZF1	38
MZT1	0
MZT2A	1
MZT2B	1
N4BP1	6
N4BP2	2
N4BP2L1	1
N4BP2L2	1
N4BP3	1
N6AMT1	4
NAA10	10
NAA11	1
NAA15	1
NAA16	1
NAA20	1
NAA25	0
NAA30	1
NAA35	2
NAA38	3
NAA40	3
NAA50	0
NAA60	2
NAA80	1
NAAA	10
NAALAD2	0
NAALADL1	0
NAALADL2	7
NAB1	5
NAB2	23
NABP1	0
NABP2	6
NACA	12
NACA2	0
NACAD	1
NACC1	11
NACC2	4
NADK	7
NADK2	0
NADSYN1	11
NAE1	22
NAF1	11
NAGA	8
NAGK	3
NAGLU	1
NAGPA	0
NAGS	6
NAIF1	8
NAIP	42
NALCN	5
NALF1	0
NALF2	0
NAMPT	283
NANOG	600
NANOGNB	0
NANOGP8	34
NANOS1	7
NANOS2	1
NANOS3	5
NANP	2
NANS	3
NAP1L1	12
NAP1L2	2
NAP1L3	3
NAP1L4	4
NAP1L5	0
NAPA	54
NAPB	5
NAPEPLD	1
NAPG	1
NAPRT	14
NAPSA	5
NARF	0
NARS1	0
NARS2	1
NASP	17
NAT1	339
NAT2	600
NAT8	2
NAT8B	2
NAT8L	9
NAT9	1
NAT10	18
NAT14	0
NAT16	0
NATD1	0
NAV1	113
NAV2	7
NAV3	16
NAXD	0
NAXE	0
NBAS	4
NBDY	0
NBEA	8
NBEAL1	3
NBEAL2	7
NBL1	9
NBN	209
NBPF1	9
NBPF3	0
NBPF4	1
NBPF6	0
NBPF9	1
NBPF10	3
NBPF11	0
NBPF12	0
NBPF14	0
NBPF15	0
NBPF19	0
NBPF20	0
NBPF26	0
NBR1	46
NCALD	10
NCAM1	42
NCAM2	11
NCAN	5
NCAPD2	4
NCAPD3	2
NCAPG	47
NCAPG2	5
NCAPH	22
NCAPH2	2
NCBP1	2
NCBP2	10
NCBP2AS2	1
NCBP2L	0
NCBP3	1
NCCRP1	2
NCDN	0
NCEH1	4
NCF1	12
NCF2	15
NCF4	10
NCK1	36
NCK2	14
NCKAP1	9
NCKAP1L	4
NCKAP5	2
NCKAP5L	0
NCKIPSD	2
NCL	226
NCLN	1
NCMAP	0
NCOA1	37
NCOA2	42
NCOA3	71
NCOA4	79
NCOA5	8
NCOA6	11
NCOA7	7
NCOR1	90
NCOR2	42
NCR1	34
NCR2	9
NCR3	15
NCR3LG1	7
NCS1	9
NCSTN	11
NDC1	1
NDC80	82
NDE1	5
NDEL1	4
NDFIP1	7
NDFIP2	0
NDN	23
NDNF	4
NDOR1	4
NDP	129
NDRG1	289
NDRG2	139
NDRG3	27
NDRG4	69
NDST1	9
NDST2	2
NDST3	2
NDST4	3
NDUFA1	5
NDUFA2	1
NDUFA3	2
NDUFA4	10
NDUFA4L2	11
NDUFA5	4
NDUFA6	4
NDUFA7	0
NDUFA8	2
NDUFA9	9
NDUFA10	2
NDUFA11	1
NDUFA12	0
NDUFA13	4
NDUFAB1	1
NDUFAF1	4
NDUFAF2	1
NDUFAF3	0
NDUFAF4	0
NDUFAF5	0
NDUFAF6	1
NDUFAF7	0
NDUFAF8	0
NDUFB1	2
NDUFB2	0
NDUFB3	1
NDUFB4	4
NDUFB5	2
NDUFB6	5
NDUFB7	2
NDUFB8	9
NDUFB9	7
NDUFB10	4
NDUFB11	1
NDUFC1	0
NDUFC2	4
NDUFS1	12
NDUFS2	3
NDUFS3	13
NDUFS4	3
NDUFS5	3
NDUFS6	1
NDUFS7	3
NDUFS8	7
NDUFV1	5
NDUFV2	3
NDUFV3	3
NEB	25
NEBL	5
NECAB1	0
NECAB2	0
NECAB3	2
NECAP1	0
NECAP2	2
NECTIN1	5
NECTIN2	7
NECTIN3	0
NECTIN4	16
NEDD1	1
NEDD4	157
NEDD4L	37
NEDD8	215
NEDD9	142
NEFH	17
NEFL	36
NEFM	12
NEGR1	15
NEIL1	48
NEIL2	36
NEIL3	24
NEK1	20
NEK2	166
NEK3	10
NEK4	8
NEK5	8
NEK6	30
NEK7	15
NEK8	8
NEK9	16
NEK10	12
NEK11	7
NELFA	1
NELFB	1
NELFCD	3
NELFE	8
NELL1	11
NELL2	20
NEMF	0
NEMP1	3
NEMP2	0
NENF	3
NEO1	18
NEPRO	2
NES	242
NET1	47
NETO1	3
NETO2	15
NEU1	33
NEU2	21
NEU3	51
NEU4	14
NEURL1	1
NEURL1B	2
NEURL2	1
NEURL3	0
NEURL4	4
NEUROD1	60
NEUROD2	9
NEUROD4	2
NEUROD6	1
NEUROG1	82
NEUROG2	4
NEUROG3	5
NEXMIF	0
NEXN	3
NF1	600
NF2	309
NFAM1	5
NFASC	5
NFAT5	50
NFATC1	148
NFATC2	48
NFATC2IP	1
NFATC3	41
NFATC4	10
NFE2	16
NFE2L1	13
NFE2L2	261
NFE2L3	23
NFIA	22
NFIB	98
NFIC	17
NFIL3	19
NFILZ	0
NFIX	18
NFKB1	206
NFKB2	64
NFKBIA	91
NFKBIB	7
NFKBID	2
NFKBIE	10
NFKBIL1	3
NFKBIZ	14
NFRKB	5
NFS1	4
NFU1	2
NFX1	11
NFXL1	0
NFYA	23
NFYB	4
NFYC	7
NGB	28
NGDN	1
NGEF	2
NGF	445
NGFR	85
NGLY1	2
NGRN	0
NHEJ1	8
NHLH1	1
NHLH2	0
NHLRC1	3
NHLRC2	2
NHLRC3	1
NHLRC4	0
NHP2	16
NHS	600
NHSL1	4
NHSL2	0
NIBAN1	0
NIBAN2	0
NIBAN3	0
NICN1	0
NID1	27
NID2	37
NIF3L1	0
NIFK	4
NIM1K	0
NIN	52
NINJ1	9
NINJ2	3
NINL	1
NIP7	3
NIPA1	3
NIPA2	1
NIPAL1	2
NIPAL2	0
NIPAL3	0
NIPAL4	0
NIPBL	15
NIPSNAP1	5
NIPSNAP2	2
NIPSNAP3A	1
NIPSNAP3B	0
NISCH	16
NIT1	7
NIT2	6
NKAIN1	1
NKAIN2	4
NKAIN3	0
NKAIN4	1
NKAP	7
NKAPD1	0
NKAPL	3
NKD1	45
NKD2	31
NKG7	5
NKIRAS1	7
NKIRAS2	4
NKPD1	0
NKRF	4
NKTR	29
NKX1-1	0
NKX1-2	1
NKX2-1	148
NKX2-2	19
NKX2-3	14
NKX2-4	1
NKX2-5	26
NKX2-6	4
NKX2-8	14
NKX3-1	318
NKX3-2	2
NKX6-1	23
NKX6-2	10
NKX6-3	6
NLE1	1
NLGN1	2
NLGN2	1
NLGN3	3
NLGN4X	3
NLGN4Y	2
NLK	75
NLN	54
NLRC3	13
NLRC4	45
NLRC5	40
NLRP1	40
NLRP2	4
NLRP2B	0
NLRP3	419
NLRP4	5
NLRP5	3
NLRP6	26
NLRP7	7
NLRP8	1
NLRP9	4
NLRP10	0
NLRP11	0
NLRP12	16
NLRP13	1
NLRP14	2
NLRX1	19
NMB	100
