gene	n_hits
CPLX1	0
CPLX2	2
CPLX3	0
CPLX4	1
CPM	600
CPN1	3
CPN2	6
CPNE1	8
CPNE2	0
CPNE3	8
CPNE4	0
CPNE5	1
CPNE6	0
CPNE7	2
CPNE8	6
CPNE9	0
CPO	31
CPOX	5
CPPED1	2
CPQ	13
CPS1	46
CPSF1	6
CPSF2	5
CPSF3	7
CPSF4	10
CPSF4L	0
CPSF6	6
CPSF7	3
CPT1A	87
CPT1B	21
CPT1C	23
CPT2	35
CPTP	6
CPVL	2
CPXCR1	1
CPXM1	4
CPXM2	1
CPZ	49
CR1	112
CR1L	0
CR2	77
CRABP1	64
CRABP2	58
CRACD	0
CRACDL	0
CRACR2A	2
CRACR2B	0
CRADD	12
CRAMP1	0
CRAT	6
CRB1	3
CRB2	4
CRB3	26
CRBN	61
CRCP	22
CRCT1	3
CREB1	151
CREB3	15
CREB3L1	17
CREB3L2	4
CREB3L3	2
CREB3L4	12
CREB5	23
CREBBP	156
CREBL2	2
CREBRF	5
CREBZF	6
CREG1	4
CREG2	0
CRELD1	2
CRELD2	6
CREM	29
CRH	123
CRHBP	9
CRHR1	15
CRHR2	14
CRIM1	15
CRIP1	21
CRIP2	5
CRIP3	4
CRIPT	3
CRISP1	2
CRISP2	3
CRISP3	18
CRISPLD1	5
CRISPLD2	5
CRK	194
CRKL	121
CRLF1	3
CRLF2	21
CRLF3	1
CRLS1	3
CRMP1	14
CRNKL1	1
CRNN	12
CROCC	5
CROCC2	0
CROT	6
CRP	600
CRPPA	0
CRTAC1	0
CRTAM	10
CRTAP	1
CRTC1	40
CRTC2	16
CRTC3	7
CRX	15
CRY1	83
CRY2	79
CRYAA	2
CRYAA2	0
CRYAB	49
CRYBA1	0
CRYBA2	1
CRYBA4	0
CRYBB1	1
CRYBB2	6
CRYBB3	0
CRYBG1	0
CRYBG2	0
CRYBG3	5
CRYGA	0
CRYGB	1
CRYGC	1
CRYGD	1
CRYGN	0
CRYGS	0
CRYL1	2
CRYM	8
CRYZ	0
CRYZL1	0
CS	600
CSAD	3
CSAG1	2
CSAG2	8
CSAG3	1
CSDC2	2
CSDE1	17
CSE1L	55
CSF1	143
CSF1R	156
CSF2	67
CSF2RA	5
CSF2RB	11
CSF3	30
CSF3R	16
CSGALNACT1	5
CSGALNACT2	2
CSH1	3
CSH2	9
CSHL1	1
CSK	123
CSKMT	0
CSMD1	41
CSMD2	11
CSMD3	24
CSN1S1	4
CSN2	14
CSN3	2
CSNK1A1	22
CSNK1A1L	1
CSNK1D	13
CSNK1E	30
CSNK1G1	3
CSNK1G2	2
CSNK1G3	2
CSNK2A1	26
CSNK2A2	8
CSNK2A3	1
CSNK2B	10
CSNKA2IP	0
CSPG4	66
CSPG5	3
CSPP1	6
CSRNP1	7
CSRNP2	1
CSRNP3	1
CSRP1	5
CSRP2	10
CSRP3	1
CST1	31
CST2	9
CST3	11
CST4	5
CST5	8
CST6	37
CST7	3
CST8	2
CST9	1
CST9L	0
CST11	0
CSTA	22
CSTB	15
CSTF1	1
CSTF2	6
CSTF2T	0
CSTF3	3
CSTL1	1
CT45A1	8
CT45A2	3
CT45A3	0
CT45A5	0
CT45A6	0
CT45A7	0
CT45A8	0
CT45A9	0
CT45A10	0
CT47A1	0
CT47A2	0
CT47A3	0
CT47A4	0
CT47A5	0
CT47A6	0
CT47A7	0
CT47A8	0
CT47A9	0
CT47A10	0
CT47A11	0
CT47A12	0
CT47B1	0
CT55	1
CT83	5
CTAG1A	5
CTAG1B	18
CTAG2	19
CTAGE1	4
CTAGE4	0
CTAGE6	0
CTAGE8	0
CTAGE9	0
CTAGE15	0
CTBP1	94
CTBP2	57
CTBS	7
CTC1	32
CTCF	372
CTCFL	50
CTDNEP1	2
CTDP1	6
CTDSP1	7
CTDSP2	3
CTDSPL	19
CTDSPL2	0
CTF1	8
CTH	62
CTHRC1	94
CTIF	1
CTLA4	600
CTNNA1	64
CTNNA2	9
CTNNA3	11
CTNNAL1	13
CTNNB1	600
CTNNBIP1	14
CTNNBL1	4
CTNND1	48
CTNND2	19
CTNS	6
CTPS1	7
CTPS2	4
CTR9	10
CTRB1	4
CTRB2	2
CTRC	20
CTRL	137
CTSA	20
CTSB	104
CTSC	25
CTSD	81
CTSE	22
CTSF	6
CTSG	6
CTSH	6
CTSK	37
CTSL	65
CTSO	5
CTSS	45
CTSV	5
CTSW	5
CTSZ	13
CTTN	63
CTTNBP2	6
CTTNBP2NL	1
CTU1	4
CTU2	2
CTXN1	4
CTXN2	0
CTXN3	0
CTXND1	0
CTXND2	0
CUBN	14
CUEDC1	4
CUEDC2	13
CUL1	139
CUL2	36
CUL3	140
CUL4A	93
CUL4B	64
CUL5	37
CUL7	10
CUL9	4
CUTA	2
CUTC	1
CUX1	46
CUX2	5
CUZD1	6
CWC15	0
CWC22	2
CWC25	0
CWC27	2
CWF19L1	1
CWF19L2	1
CWH43	2
CX3CL1	147
CX3CR1	146
CXADR	9
CXCL1	535
CXCL2	196
CXCL3	90
CXCL5	242
CXCL6	52
CXCL8	478
CXCL9	342
CXCL10	589
CXCL11	180
CXCL12	600
CXCL13	193
CXCL14	97
CXCL16	131
CXCL17	21
CXCR1	246
CXCR2	518
CXCR3	428
CXCR4	600
CXCR5	132
CXCR6	102
CXorf38	1
CXorf49	0
CXorf49B	1
CXorf51A	0
CXorf51B	0
CXorf58	0
CXorf65	0
CXorf66	1
CXXC1	1
CXXC4	21
CXXC5	16
CYB5A	8
CYB5B	4
CYB5D1	1
CYB5D2	5
CYB5R1	2
CYB5R2	7
CYB5R3	10
CYB5R4	1
CYB5RL	0
CYB561	1
CYB561A3	1
CYB561D1	0
CYB561D2	0
CYBA	21
CYBB	15
CYBC1	0
CYBRD1	4
CYC1	12
CYCS	30
CYFIP1	13
CYFIP2	11
CYGB	45
CYHR1	3
CYLC1	0
CYLC2	1
CYLD	153
CYP1A1	600
CYP1A2	592
CYP1B1	600
CYP2A6	250
CYP2A7	19
CYP2A13	49
CYP2B6	165
CYP2C8	168
CYP2C9	278
CYP2C18	12
CYP2C19	282
CYP2D6	600
CYP2D7	0
CYP2E1	600
CYP2F1	15
CYP2J2	45
CYP2R1	60
CYP2S1	15
CYP2U1	6
CYP2W1	32
CYP3A4	600
CYP3A5	303
CYP3A7	35
CYP3A43	24
CYP4A11	17
CYP4A22	4
CYP4B1	26
CYP4F2	23
CYP4F3	7
CYP4F8	2
CYP4F11	8
CYP4F12	7
CYP4F22	4
CYP4V2	6
CYP4X1	6
CYP4Z1	29
CYP7A1	31
CYP7B1	22
CYP8B1	11
CYP11A1	69
CYP11B1	31
CYP11B2	30
CYP17A1	243
CYP19A1	252
CYP20A1	2
CYP21A2	20
CYP24A1	232
CYP26A1	44
CYP26B1	20
CYP26C1	2
CYP27A1	75
CYP27B1	196
CYP27C1	1
CYP39A1	12
CYP46A1	4
CYP51A1	11
CYREN	5
CYRIA	0
CYRIB	0
CYS1	11
CYSLTR1	13
CYSLTR2	11
CYSRT1	0
CYSTM1	0
CYTH1	0
CYTH2	0
CYTH3	1
CYTH4	2
CYTIP	4
CYTL1	6
CYYR1	1
CZIB	0
D2HGDH	8
DAAM1	28
DAAM2	16
DAB1	16
DAB2	113
DAB2IP	99
DACH1	76
DACH2	4
DACT1	19
DACT2	30
DACT3	12
DAD1	14
DAG1	7
DAGLA	5
DAGLB	1
DALRD3	1
DAND5	3
DAO	59
DAOA	2
DAP	261
DAP3	12
DAPK1	207
DAPK2	22
DAPK3	22
DAPL1	1
DAPP1	3
DARS1	0
DARS2	3
DAW1	0
DAXX	143
DAZ1	1
DAZ2	0
DAZ3	0
DAZ4	0
DAZAP1	7
DAZAP2	3
DAZL	16
DBF4	27
DBF4B	1
DBH	24
DBI	24
DBN1	10
DBNDD1	1
DBNDD2	0
DBNL	5
DBP	344
DBR1	2
DBT	415
DBX1	1
DBX2	3
DCAF1	6
DCAF4	6
DCAF4L1	0
DCAF4L2	3
DCAF5	0
DCAF6	4
DCAF7	3
DCAF8	0
DCAF8L1	0
DCAF8L2	0
DCAF10	1
DCAF11	3
DCAF12	4
DCAF12L1	0
DCAF12L2	1
DCAF13	5
DCAF15	11
DCAF16	1
DCAF17	1
DCAKD	0
DCANP1	0
DCBLD1	9
DCBLD2	15
DCC	600
DCD	31
DCDC1	1
DCDC2	6
DCDC2B	0
DCDC2C	0
DCHS1	1
DCHS2	1
DCK	202
DCLK1	177
DCLK2	0
DCLK3	2
DCLRE1A	4
DCLRE1B	6
DCLRE1C	9
DCN	118
DCP1A	13
DCP1B	0
DCP2	8
DCPS	19
DCST1	10
DCST2	0
DCSTAMP	0
DCT	130
DCTD	21
DCTN1	7
DCTN2	6
DCTN3	5
DCTN4	2
DCTN5	1
DCTN6	3
DCTPP1	8
DCUN1D1	16
DCUN1D2	1
DCUN1D3	2
DCUN1D4	1
DCUN1D5	3
DCX	51
DCXR	4
DDA1	6
DDAH1	14
DDAH2	5
DDB1	90
DDB2	117
DDC	182
DDHD1	3
DDHD2	6
DDI1	3
DDI2	6
DDIAS	13
DDIT3	118
DDIT4	63
DDIT4L	4
DDN	14
DDO	7
DDOST	7
DDR1	189
DDR2	159
DDRGK1	4
DDT	464
DDTL	0
DDX1	20
DDX3X	51
DDX3Y	2
DDX4	17
DDX5	100
DDX6	12
DDX10	5
DDX11	32
DDX17	29
DDX18	9
DDX19A	3
DDX19B	2
DDX20	10
DDX21	14
DDX23	5
DDX24	4
DDX25	1
DDX27	7
DDX28	3
DDX31	2
DDX39A	2
DDX39B	9
DDX41	19
DDX42	1
DDX43	10
DDX46	6
DDX47	3
DDX49	4
DDX50	0
DDX51	2
DDX52	3
DDX53	12
DDX54	2
DDX55	2
DDX56	4
DDX58	14
DDX59	3
DDX60	5
DDX60L	0
DEAF1	6
DECR1	7
DECR2	0
DEDD	14
DEDD2	4
DEF6	5
DEF8	2
DEFA1	3
DEFA1B	1
DEFA3	3
DEFA4	0
DEFA5	7
DEFA6	6
DEFB1	13
DEFB4A	5
DEFB4B	0
DEFB103A	1
DEFB103B	0
DEFB104A	0
DEFB104B	0
DEFB105A	1
DEFB105B	0
DEFB106A	1
DEFB106B	0
DEFB107A	0
DEFB107B	0
DEFB108B	0
DEFB110	0
DEFB112	0
DEFB113	0
DEFB114	1
DEFB115	0
DEFB116	0
DEFB118	1
DEFB119	0
DEFB121	0
DEFB123	0
DEFB124	1
DEFB125	1
DEFB126	3
DEFB127	1
DEFB128	0
DEFB129	0
DEFB130A	0
DEFB130B	0
DEFB131A	0
DEFB131B	0
DEFB132	0
DEFB134	0
DEFB135	0
DEFB136	0
DEGS1	8
DEGS2	3
DEK	113
DELE1	1
DENND1A	2
DENND1B	1
DENND1C	1
DENND2A	0
DENND2B	2
DENND2C	0
DENND2D	9
DENND3	0
DENND4A	0
DENND4B	0
DENND4C	1
DENND5A	2
DENND5B	4
DENND6A	0
DENND6B	1
DENND10	0
DENND11	0
DENR	7
DEPDC1	43
DEPDC1B	15
DEPDC4	0
DEPDC5	8
DEPDC7	2
DEPP1	0
DEPTOR	74
DERA	9
DERL1	5
DERL2	0
DERL3	8
DERPC	2
DES	600
DESI1	0
DESI2	5
DET1	4
DEUP1	1
DEXI	2
DFFA	18
DFFB	7
DGAT1	21
DGAT2	12
DGAT2L6	0
DGCR2	1
DGCR6	2
DGCR6L	1
DGCR8	101
DGKA	8
DGKB	6
DGKD	2
DGKE	2
DGKG	4
DGKH	3
DGKI	8
DGKK	1
DGKQ	2
DGKZ	5
DGLUCY	0
DGUOK	5
DHCR7	43
DHCR24	26
DHDDS	2
DHDH	0
DHFR	340
DHFR2	1
DHH	42
DHODH	67
DHPS	37
DHRS1	1
DHRS2	15
DHRS3	12
DHRS4	7
DHRS4L2	1
DHRS7	4
DHRS7B	0
DHRS7C	1
DHRS9	12
DHRS11	1
DHRS12	2
DHRS13	0
DHRSX	0
DHTKD1	2
DHX8	2
DHX9	54
DHX15	9
DHX16	1
DHX29	3
DHX30	2
DHX32	8
DHX33	14
DHX34	1
DHX35	5
DHX36	13
DHX37	6
DHX38	1
DHX40	2
DHX57	0
DHX58	3
DIABLO	309
DIAPH1	21
DIAPH2	13
DIAPH3	22
DICER1	271
DIDO1	12
DIMT1	2
DIO1	20
DIO2	17
DIO3	49
DIP2A	4
DIP2B	3
DIP2C	5
DIPK1A	0
DIPK1B	0
DIPK1C	0
DIPK2A	0
DIPK2B	0
DIRAS1	6
DIRAS2	3
DIRAS3	39
DIS3	25
DIS3L	2
DIS3L2	18
DISC1	28
DISP1	2
DISP2	3
DISP3	4
DIXDC1	12
DKC1	69
DKK1	355
DKK2	75
DKK3	151
DKK4	49
DKKL1	4
DLAT	11
DLC1	210
DLD	600
DLEC1	52
DLEU7	8
DLG1	29
DLG2	22
DLG3	10
DLG4	7
DLG5	19
DLGAP1	10
DLGAP2	1
DLGAP3	2
DLGAP4	4
DLGAP5	48
DLK1	119
DLK2	3
DLL1	82
DLL3	92
DLL4	217
DLST	25
DLX1	30
DLX2	23
DLX3	8
DLX4	26
DLX5	29
DLX6	65
DMAC1	0
DMAC2	0
DMAC2L	0
DMAP1	8
DMBT1	69
DMBX1	3
DMC1	30
DMD	76
DMGDH	2
DMKN	2
DMP1	42
DMPK	42
DMRT1	22
DMRT2	6
DMRT3	3
DMRTA1	3
DMRTA2	3
DMRTB1	3
DMRTC1	0
DMRTC1B	0
DMRTC2	1
DMTF1	25
DMTN	3
DMWD	0
DMXL1	0
DMXL2	3
DNA2	52
DNAAF1	3
DNAAF2	0
DNAAF3	1
DNAAF4	0
DNAAF5	0
DNAAF6	0
DNAAF8	0
DNAAF9	0
DNAAF10	0
DNAAF11	0
DNAH1	1
DNAH2	1
DNAH3	2
DNAH5	7
DNAH6	0
DNAH7	1
DNAH8	4
DNAH9	5
DNAH10	2
DNAH10OS	0
DNAH11	5
DNAH12	2
DNAH14	4
DNAH17	7
DNAI1	2
DNAI2	2
DNAI3	0
DNAI4	0
DNAI7	0
DNAJA1	22
DNAJA2	2
DNAJA3	10
DNAJA4	6
DNAJB1	39
DNAJB2	1
DNAJB4	14
DNAJB5	2
DNAJB6	15
DNAJB7	1
DNAJB8	8
DNAJB9	11
DNAJB11	4
DNAJB12	2
DNAJB13	1
DNAJB14	0
DNAJC1	2
DNAJC2	5
DNAJC3	6
DNAJC4	0
DNAJC5	1
DNAJC5B	1
DNAJC5G	1
DNAJC6	4
DNAJC7	0
DNAJC8	1
DNAJC9	4
DNAJC10	2
DNAJC11	1
DNAJC12	10
DNAJC13	2
DNAJC14	0
DNAJC15	7
DNAJC16	1
DNAJC17	0
DNAJC18	0
DNAJC19	2
DNAJC21	3
DNAJC22	0
DNAJC24	0
DNAJC25	1
DNAJC27	1
DNAJC28	0
DNAJC30	0
DNAL1	0
DNAL4	0
DNALI1	2
DNASE1	14
DNASE1L1	3
DNASE1L2	2
DNASE1L3	10
DNASE2	1
DNASE2B	2
DND1	15
DNER	18
DNHD1	1
DNLZ	1
DNM1	5
DNM1L	9
DNM2	18
DNM3	12
DNMBP	2
DNMT1	600
DNMT3A	600
DNMT3B	600
DNMT3L	32
DNPEP	3
DNPH1	5
DNTT	5
DNTTIP1	3
DNTTIP2	0
DOC2A	0
DOC2B	5
DOCK1	26
DOCK2	23
DOCK3	10
DOCK4	25
DOCK5	10
DOCK6	5
DOCK7	3
DOCK8	26
DOCK9	10
DOCK10	5
DOCK11	5
DOHH	17
DOK1	24
DOK2	20
DOK3	6
DOK4	6
DOK5	8
DOK6	3
DOK7	9
DOLK	0
DOLPP1	1
DONSON	9
DOP1A	0
DOP1B	0
DOT1L	110
DPAGT1	18
DPCD	1
DPEP1	21
DPEP2	2
DPEP2NB	0
DPEP3	3
DPF1	3
DPF2	2
DPF3	3
DPH1	4
DPH2	3
DPH3	6
DPH5	1
DPH6	1
DPH7	3
DPM1	3
DPM2	2
DPM3	1
DPP3	5
DPP4	109
DPP6	10
DPP7	4
DPP8	17
DPP9	18
DPP10	10
DPPA2	12
DPPA3	5
DPPA4	9
DPPA5	2
DPRX	0
DPT	81
DPY19L1	4
DPY19L2	1
DPY19L3	1
DPY19L4	0
DPY30	13
DPYD	294
DPYS	20
DPYSL2	6
DPYSL3	18
DPYSL4	4
DPYSL5	1
DQX1	1
DR1	87
DRAM1	30
DRAM2	6
DRAP1	3
DRAXIN	9
DRC1	0
DRC3	0
DRC7	0
DRD1	16
DRD2	88
DRD3	12
DRD4	16
DRD5	12
DRG1	16
DRG2	4
DRGX	2
DRICH1	1
DROSHA	252
DRP2	1
DSC1	10
DSC2	35
DSC3	28
DSCAM	44
DSCAML1	0
DSCC1	4
DSE	26
DSEL	1
DSG1	17
DSG2	62
DSG3	45
DSG4	2
DSN1	7
DSP	103
DSPP	20
DST	199
DSTN	7
DSTYK	1
DTD1	0
DTD2	1
DTHD1	1
DTL	44
DTNA	8
DTNB	46
DTNBP1	0
DTWD1	2
DTWD2	0
DTX1	14
DTX2	2
DTX3	5
DTX3L	6
DTX4	3
DTYMK	9
DUOX1	41
DUOX2	51
DUOXA1	6
DUOXA2	8
DUS1L	0
DUS2	2
DUS3L	0
DUS4L	4
DUSP1	137
DUSP2	30
DUSP3	14
DUSP4	84
DUSP5	48
DUSP6	139
DUSP7	11
DUSP8	7
DUSP9	13
DUSP10	23
DUSP11	2
DUSP12	3
DUSP13	1
DUSP14	7
DUSP15	1
DUSP16	11
DUSP18	1
DUSP19	0
DUSP21	2
DUSP22	13
DUSP23	1
DUSP26	12
DUSP28	5
DUSP29	0
DUT	18
DUX1	1
DUX3	0
DUX4	31
DUX5	0
DUXA	1
DUXB	1
DVL1	43
DVL2	97
DVL3	45
DXO	4
DYDC1	1
DYDC2	2
DYM	4
DYNAP	2
DYNC1H1	9
DYNC1I1	7
DYNC1I2	0
DYNC1LI1	2
DYNC1LI2	0
DYNC2H1	5
DYNC2I1	0
DYNC2I2	0
DYNC2LI1	0
DYNLL1	8
DYNLL2	0
DYNLRB1	2
DYNLRB2	2
DYNLT1	3
DYNLT2	0
DYNLT2B	0
DYNLT3	6
DYNLT4	0
DYNLT5	0
DYRK1A	76
DYRK1B	53
DYRK2	51
DYRK3	5
DYRK4	2
DYSF	6
DYTN	0
DZANK1	0
DZIP1	8
DZIP1L	3
DZIP3	4
E2F1	600
E2F2	182
E2F3	286
E2F4	166
E2F5	67
E2F6	54
E2F7	72
E2F8	54
E4F1	5
EAF1	6
EAF2	34
EAPP	5
EARS2	1
EBAG9	22
EBF1	38
EBF2	2
EBF3	12
EBF4	3
EBI3	37
EBLN1	0
EBLN2	2
EBNA1BP2	1
EBP	592
EBPL	1
ECD	600
ECE1	7
ECE2	4
ECEL1	2
ECH1	4
ECHDC1	5
ECHDC2	4
ECHDC3	1
ECHS1	13
ECI1	0
ECI2	3
ECM1	59
ECM2	2
ECPAS	0
ECRG4	64
ECSCR	3
ECSIT	3
ECT2	106
ECT2L	1
EDA	149
EDA2R	5
EDAR	12
EDARADD	6
EDC3	2
EDC4	5
EDDM3A	1
EDDM3B	0
EDDM13	0
EDEM1	8
EDEM2	2
EDEM3	3
EDF1	2
EDIL3	14
EDN1	37
EDN2	9
EDN3	18
EDNRA	27
EDNRB	87
EDRF1	0
EEA1	46
EED	169
EEF1A1	62
EEF1A2	69
EEF1AKMT1	0
EEF1AKMT2	0
EEF1AKMT3	0
EEF1AKMT4	0
EEF1AKNMT	0
EEF1B2	8
EEF1D	9
EEF1E1	5
EEF1G	7
EEF2	92
EEF2K	68
EEF2KMT	0
EEFSEC	1
EEPD1	2
EFCAB1	1
EFCAB2	3
EFCAB3	0
EFCAB5	0
EFCAB6	0
EFCAB7	0
EFCAB8	1
EFCAB9	0
EFCAB10	0
EFCAB11	0
EFCAB12	0
EFCAB13	2
EFCAB14	0
EFCC1	1
EFEMP1	46
EFEMP2	18
EFHB	0
EFHC1	0
EFHC2	0
EFHD1	2
EFHD2	9
EFL1	0
EFNA1	37
EFNA2	2
EFNA3	15
EFNA4	9
EFNA5	14
EFNB1	14
EFNB2	36
EFNB3	7
EFR3A	0
EFR3B	2
EFS	600
EFTUD2	10
EGF	600
EGFL6	22
EGFL7	60
EGFL8	3
EGFLAM	1
EGFR	600
EGLN1	27
EGLN2	33
EGLN3	36
EGR1	397
EGR2	56
EGR3	42
EGR4	10
EHBP1	10
EHBP1L1	1
EHD1	21
EHD2	18
EHD3	4
EHD4	2
EHF	52
EHHADH	12
EHMT1	17
EHMT2	56
EI24	15
EID1	2
EID2	1
EID2B	0
EID3	4
EIF1	7
EIF1AD	0
EIF1AX	44
EIF1AY	1
EIF1B	1
EIF2A	42
EIF2AK1	3
EIF2AK2	14
EIF2AK3	26
EIF2AK4	10
EIF2B1	3
EIF2B2	1
EIF2B3	0
EIF2B4	1
EIF2B5	10
EIF2D	6
EIF2S1	10
EIF2S2	6
EIF2S3	8
EIF2S3B	1
EIF3A	42
EIF3B	24
EIF3C	22
EIF3CL	1
EIF3D	25
EIF3E	27
EIF3F	19
EIF3G	5
EIF3H	27
EIF3I	10
EIF3J	7
EIF3K	4
EIF3L	4
EIF3M	8
EIF4A1	41
EIF4A2	11
EIF4A3	24
EIF4B	42
EIF4E	600
EIF4E1B	2
EIF4E2	10
EIF4E3	7
EIF4EBP1	42
EIF4EBP2	7
EIF4EBP3	9
EIF4ENIF1	1
EIF4G1	29
EIF4G2	13
EIF4G3	3
EIF4H	8
EIF5	13
EIF5A	78
EIF5A2	68
EIF5AL1	1
EIF5B	13
EIF6	26
EIPR1	0
ELAC1	3
ELAC2	69
ELANE	15
ELAPOR1	0
ELAPOR2	0
ELAVL1	63
ELAVL2	13
ELAVL3	6
ELAVL4	11
ELF1	23
ELF2	12
ELF3	90
ELF4	21
ELF5	56
ELFN1	11
ELFN2	2
ELK1	148
ELK3	38
ELK4	24
ELL	56
ELL2	14
ELL3	6
ELMO1	31
ELMO2	6
ELMO3	12
ELMOD1	0
ELMOD2	2
ELMOD3	1
ELN	94
ELOA	0
ELOA2	0
ELOB	2
ELOC	1
ELOF1	1
ELOVL1	6
ELOVL2	14
ELOVL3	3
ELOVL4	5
ELOVL5	16
ELOVL6	20
ELOVL7	5
ELP1	9
ELP2	1
ELP3	12
ELP4	1
ELP5	1
ELP6	0
ELSPBP1	0
EMB	35
EMC1	0
EMC2	2
EMC3	0
EMC4	1
EMC6	2
EMC7	0
EMC8	0
EMC9	0
EMC10	0
EMCN	9
EMD	98
EME1	25
EME2	3
EMG1	4
EMID1	0
EMILIN1	11
EMILIN2	8
EMILIN3	2
EML1	4
EML2	1
EML3	1
EML4	600
EML5	0
EML6	1
EMP1	40
EMP2	30
EMP3	24
EMSY	57
EMX1	8
EMX2	22
EN1	41
EN2	38
ENAH	25
ENAM	5
ENC1	11
ENDOD1	4
ENDOG	32
ENDOU	7
ENDOV	7
ENG	144
ENGASE	0
ENHO	2
ENKD1	1
ENKUR	2
ENO1	172
ENO2	48
ENO3	12
ENO4	2
ENOPH1	1
ENOSF1	13
ENOX1	13
ENOX2	28
ENPEP	7
ENPP1	35
ENPP2	42
ENPP3	7
ENPP4	2
ENPP5	0
ENPP6	1
ENPP7	2
ENSA	10
ENTHD1	1
ENTPD1	25
ENTPD2	4
ENTPD3	3
ENTPD4	1
ENTPD5	20
ENTPD6	2
ENTPD7	2
ENTPD8	2
ENTR1	1
ENY2	6
EOGT	2
EOLA1	2
EOLA2	0
EOMES	97
EP300	203
EP400	9
EPAS1	87
EPB41	7
EPB41L1	5
EPB41L2	7
EPB41L3	54
EPB41L4A	17
EPB41L4B	6
EPB41L5	8
EPB42	1
EPC1	11
EPC2	6
EPCAM	600
EPDR1	11
EPG5	2
EPGN	7
EPHA1	46
EPHA2	547
EPHA3	76
EPHA4	72
EPHA5	48
EPHA6	18
EPHA7	53
EPHA8	17
EPHA10	27
EPHB1	42
EPHB2	161
EPHB3	48
EPHB4	173
EPHB6	57
EPHX1	114
EPHX2	26
EPHX3	4
EPHX4	1
EPM2A	2
EPM2AIP1	4
EPN1	2
EPN2	0
EPN3	6
EPO	600
EPOP	1
EPOR	173
EPPIN	2
EPPK1	10
EPRS1	0
EPS8	60
EPS8L1	0
EPS8L2	3
EPS8L3	4
EPS15	30
EPS15L1	1
EPSTI1	15
EPX	9
EPYC	2
EQTN	0
ERAL1	4
ERAP1	45
ERAP2	34
ERAS	600
ERBB2	600
ERBB3	600
ERBB4	510
ERBIN	18
ERC1	10
ERC2	4
ERCC1	600
ERCC2	401
ERCC3	68
ERCC4	141
ERCC5	153
ERCC6	69
ERCC6L	15
ERCC6L2	4
ERCC8	15
EREG	114
ERF	50
ERFE	2
ERFL	0
ERG	600
ERG28	0
ERGIC1	3
ERGIC2	2
ERGIC3	7
ERH	30
ERI1	1
ERI2	0
ERI3	0
ERICH1	2
ERICH2	0
ERICH3	1
ERICH4	0
ERICH5	0
ERICH6	0
ERICH6B	0
ERLEC1	2
ERLIN1	3
ERLIN2	11
ERMAP	1
ERMARD	0
ERMN	0
ERMP1	5
ERN1	18
ERN2	2
ERO1A	13
ERO1B	1
ERP27	3
ERP29	38
ERP44	10
ERRFI1	29
ERV3-1	5
ERVFRD-1	0
ERVMER34-1	1
ERVV-1	0
ERVV-2	0
ERVW-1	3
ESAM	6
ESCO1	6
ESCO2	17
ESD	600
ESF1	0
ESM1	33
ESPL1	29
ESPN	3
ESPNL	1
ESR1	600
ESR2	199
ESRP1	95
ESRP2	33
ESRRA	25
ESRRB	8
ESRRG	18
ESS2	0
ESX1	2
ESYT1	1
ESYT2	4
ESYT3	1
ETAA1	7
ETDA	2
ETDB	1
ETDC	0
ETF1	5
ETFA	3
ETFB	1
ETFBKMT	0
ETFDH	3
ETFRF1	0
ETHE1	7
ETNK1	3
ETNK2	4
ETNPPL	0
ETS1	234
ETS2	127
ETV1	179
ETV2	7
ETV3	4
ETV3L	0
ETV4	135
ETV5	95
ETV6	227
ETV7	7
EVA1A	4
EVA1B	0
EVA1C	1
EVC	11
EVC2	2
EVI2A	3
EVI2B	6
EVI5	5
EVI5L	0
EVL	44
EVPL	9
EVPLL	0
EVX1	13
EVX2	4
EWSR1	120
EXD1	0
EXD2	2
EXD3	1
EXO1	155
EXO5	3
EXOC1	2
EXOC1L	0
EXOC2	7
EXOC3	1
EXOC3L1	0
EXOC3L2	0
EXOC3L4	0
EXOC4	5
EXOC5	2
EXOC6	2
EXOC6B	1
EXOC7	4
EXOC8	0
EXOG	1
EXOSC1	0
EXOSC2	3
EXOSC3	2
EXOSC4	4
EXOSC5	4
EXOSC6	3
EXOSC7	1
EXOSC8	4
EXOSC9	1
EXOSC10	3
EXPH5	2
EXT1	45
EXT2	19
EXTL1	5
EXTL2	3
EXTL3	11
EYA1	24
EYA2	34
EYA3	12
EYA4	29
EYS	5
EZH1	54
EZH2	600
EZHIP	0
EZR	63
F2	566
F2R	22
F2RL1	11
F2RL2	5
F2RL3	15
F3	497
F5	112
F7	49
F8	78
F8A1	0
F8A2	0
F8A3	0
F9	115
F10	600
F11	69
F11R	11
F12	97
F13A1	15
F13B	1
FA2H	16
FAAH	65
FAAH2	1
FAAP20	4
FAAP24	8
FAAP100	8
FABP1	29
FABP2	12
FABP3	25
FABP4	114
FABP5	94
FABP6	20
FABP7	33
FABP9	1
FABP12	1
FADD	580
FADS1	40
FADS2	27
FADS3	1
FADS6	0
FAF1	24
FAF2	2
FAH	30
FAHD1	1
FAHD2A	0
FAHD2B	0
FAIM	5
FAIM2	14
FAM3A	0
FAM3B	13
FAM3C	18
FAM3D	6
FAM8A1	1
FAM9A	0
FAM9B	2
FAM9C	1
FAM13A	19
FAM13B	0
FAM13C	2
FAM20A	3
FAM20B	0
FAM20C	8
FAM24A	0
FAM24B	1
FAM25A	0
FAM25C	0
FAM25G	0
